id,pestle,titulo,autor,fuente,url,fecha_publicacion,fecha_captura,palabras_clave,alcance,horizonte,tipo_hallazgo,descripcion,como_cambia,stakeholders,efecto,impacto,probabilidad,plausibilidad,novedad,oportunidad_temporal,sombrero_mad_hatter,nivel_kuosa,futuros_integrales,foda,arquetipo_dator,cla,horizonte_ord,ambito
S32,Económico,"Tres años después del anuncio de la Gigafactory de Tesla en Nuevo León, el terreno permanece vacío mientras Elon Musk desarrolla Starbase en Texas",Redacción Milenio,Milenio,https://www.milenio.com/negocios/ni-tesla-ni-empleos-en-nuevo-leon-por-gigafactory-asi-luce-el-lugar,2026-03-02,2026-08-17,"Tesla, Nuevo León, nearshoring, Starbase, gigafactory",México,Corto (1-3 años),Hecho actual,"Tesla anunció en marzo de 2023 una inversión de hasta 10,000 millones de dólares en Santa Catarina, Nuevo León; Musk suspendió la construcción en julio de 2024 y, para 2026, el terreno sigue vacío. Un proveedor ya instalado (AGP Glass) cerró su planta en octubre de 2024. Musk desarrolló en paralelo Starbase, una ciudad propia en Texas para sus empleados.","Antes: el anuncio de Tesla se usaba como prueba de que el nearshoring hacia México era imparable. Después: se convierte en el ejemplo de que un anuncio de inversión no garantiza que el capital llegue, y de que la competencia real puede ser el propio Texas.","Gobierno de Nuevo León, proveedores automotrices que se instalaron esperando la planta, narrativa nacional de nearshoring",Crea nuevo escenario,4,5,5,2,1,Negro,Tendencia bloqueadora (contrafuerza),Intencional,Amenaza,Continuidad,Cosmovisiones,1,México
S33,Social,"Meta elimina su programa de verificadores de datos en Facebook e Instagram y lo reemplaza por Notas de la Comunidad, al estilo de X",Redacción CNN en Español,CNN en Español,https://cnnespanol.cnn.com/2025/01/07/ciencia/meta-quita-verificadores-datos-moderacion-trax,2025-01-07,2026-08-17,"Meta, fact-checking, notas de la comunidad, moderación de contenido, desinformación",Global,Corto (1-3 años),Hecho actual,"Meta anunció el fin de su programa de verificación de datos externos en Facebook, Instagram y Threads, sustituyéndolo por 'notas de la comunidad' impulsadas por usuarios, similar a X. El cambio comenzó en Estados Unidos, con expansión prevista a otros países, coincidiendo con la toma de posesión de Donald Trump.","Antes: organizaciones acreditadas de fact-checking etiquetaban contenido falso en las plataformas de Meta. Después: la verificación depende del consenso de usuarios, un modelo más rápido pero más manipulable en temas polarizados.","Empresas con exposición reputacional en redes, medios de comunicación, organizaciones de verificación de datos",Crea nuevo escenario,3,4,5,2,2,Negro,Driver top-down (Cambio institucionalizado),Sistémico,Amenaza,Transformación,Cosmovisiones,1,Global
S34,Político,"La Consejería Jurídica de la Presidencia presenta un análisis que identifica una 'red de amplificación digital' de más de 560,000 cuentas críticas al gobierno; periodistas y oposición rechazan la caracterización como lista negra",Infobae México (redacción),Infobae México,https://www.infobae.com/mexico/2026/08/13/luisa-maria-alcalde-acusa-red-digital-de-criticas-contra-el-gobierno-exhibe-lista-con-mas-de-500-mil-cuentas-contra-la-4t/,2026-08-13,2026-08-17,"red de amplificación digital, libertad de prensa, desinformación, Consejería Jurídica",México,Corto (1-3 años),Hecho actual,"La consejera jurídica de la Presidencia presentó un informe que clasifica en cuatro capas -medios, figuras políticas, cuentas anónimas y bots- una supuesta red de más de 560,000 cuentas que amplifican críticas al gobierno, incluyendo por nombre a periodistas reconocidos. Periodistas y oposición rechazaron el ejercicio, calificándolo de lista negra hecha con recursos públicos.","Antes: la crítica periodística y la desinformación en redes se trataban como fenómenos separados. Después: el gobierno los presenta como parte de una misma red coordinada, difuminando la frontera entre periodismo crítico y manipulación digital.","Medios de comunicación, periodistas, empresas de análisis de redes sociales, sociedad civil",Crea nuevo escenario,3,4,3,3,2,Rojo,Señal débil,Cultural,Amenaza,Sociedad disciplinada,Cosmovisiones,1,México
S35,Económico,"La Iniciativa de la Franja y la Ruta consolida en 2026 una fase de 'alta calidad', con mayor peso en infraestructura digital y energía eléctrica frente a los combustibles fósiles",Green Finance & Development Center,"Green Finance & Development Center, FISF Fudan University",https://greenfdc.org/chinas-investment-and-construction-engagement-in-the-belt-and-road-initiative-bri-2026-h1/,2026-07-26,2026-08-17,"Belt and Road, BRI, China, infraestructura, puertos, ferrocarriles",Global,Largo (6-10 años),Tendencia ya identificada,"En el primer semestre de 2026, el compromiso ferroviario de China en países BRI superó los 11,700 millones de dólares (más que todo 2025) y el 69% de su participación energética se concentró en generación eléctrica, no en combustibles fósiles como en años previos.","Antes: la BRI se asociaba principalmente con megaproyectos de infraestructura física financiados con deuda. Después: se reorienta hacia proyectos más pequeños, de 'alta calidad', con fuerte componente digital y energético.","Países receptores de inversión china, competidores comerciales occidentales, cadenas de suministro globales",Confirma escenario actual,2,3,4,2,2,Blanco,Driver top-down (Cambio institucionalizado),Sistémico,Sin clasificar,Transformación,Sistemas,3,Global
S36,Económico,"El G7 relanzó su iniciativa de infraestructura global (B3W, 2021) como la Asociación para la Infraestructura y la Inversión Global (PGII) en 2022, tras dificultades legislativas en EE. UU.",Center for Strategic and International Studies (CSIS),CSIS,https://www.csis.org/analysis/future-considerations-partnership-global-infrastructure-and-investment,2026-06-29,2026-08-17,"B3W, PGII, G7, infraestructura, contrapeso a la Franja y la Ruta",Global,Largo (6-10 años),Nuevo plan / intención,"El G7 anunció en 2021 el Build Back Better World (B3W) como respuesta occidental a la Franja y la Ruta china; ante la falta de detalles y trabas legislativas en EE. UU., se relanzó en 2022 como PGII, con una meta de movilizar 600,000 millones de dólares para 2027.","Antes: Occidente carecía de una alternativa articulada al financiamiento chino de infraestructura. Después: existe un marco formal (PGII), aunque su ejecución ha sido más lenta y menos visible que la de su contraparte china.","Países de renta media y baja receptores de inversión, gobiernos del G7, competidores de la BRI",Resuelve una incertidumbre,1,2,3,3,3,Blanco,Tendencia bloqueadora (contrafuerza),Intencional,Oportunidad,Transformación,Sistemas,3,Global
S37,Político,Reportan narcobloqueos con vehículos incendiados en Michoacán tras operativo contra el CJNG,La Jornada (redacción),La Jornada (redacción),https://www.lajornadamaya.mx/nacional/267199/reportan-narcobloqueos-con-vehiculos-incendiados-en-michoacan-tras-operativo-contra-cjng-tangancicuaro-zamora-los-guerreros-el-tio-lako,,2026-08-18,"Narcobloqueos, CJNG, Michoacán, veto criminal, gobernanza local, infraestructura vial",México,Corto (1-3 años),Tendencia ya identificada,Reacción violenta mediante quema de transporte y cierre de carreteras en Tangancícuaro y Zamora como respuesta de contención defensiva tras un operativo federal/estatal contra mandos del CJNG (célula Los Guerreros / El Tío Lako).,"Antes: La reacción criminal ante operativos del Estado se manifestaba principalmente en enfrentamientos armados directos o huida de los mandos en la zona de impacto local. Después: Se consolida el narcobloqueo coordinado y la quema de transporte como una táctica estandarizada de veto e imposición de costos, convirtiendo la infraestructura vial crítica y la conectividad económica regional en un rehén estratégico instantáneo para paraliar la acción de la fuerza pública.","Población civil, transportistas, comercio local, cadenas de suministro regionales y fuerzas de seguridad.",Confirma escenario actual,3,5,5,1,1,Blanco,Tendencia bloqueadora (contrafuerza),Sistémico,Amenaza,Colapso,Sistemas,1,México
S39,Legal,El Congreso de EE. UU. condiciona por ley la asistencia en seguridad y combate al narcotráfico a México a que el Secretario de Estado certifique el cumplimiento del Tratado de Aguas de 1944,Redacción Infobae México,Infobae México (con base en la Ley de Asignaciones Consolidadas de 2026 y reporte de Congress.gov/CRS),https://www.infobae.com/mexico/2026/02/05/eeuu-condiciona-a-mexico-la-ayuda-para-combatir-al-narcotrafico-con-tratado-de-aguas-de-1944/,2026-02-05,2026-08-20,"Tratado de 1944, Río Bravo, deuda de agua, condicionalidad, asistencia de seguridad, sequía",México (frontera norte) / EE. UU.,Corto (1-3 años),Nuevo tema / problema,"La Ley de Asignaciones Consolidadas de 2026 de EE. UU. condiciona los fondos de cooperación antidrogas a México a que el Departamento de Estado certifique la entrega de agua de los ríos Bravo, Colorado y Tijuana bajo el Tratado de 1944. Aunque en febrero de 2026 ambos países pactaron un plan técnico con seguimiento mensual, la condicionalidad legal sigue vigente y el cumplimiento mexicano depende en gran medida de una sequía histórica fuera de su control.","Antes: el rezago hídrico de México se gestionaba como fricción técnica bilateral, resuelta por la CILA, sin cruce con otras agendas. Después: el cumplimiento del Tratado de 1944 queda atado por ley a la entrega de fondos de seguridad y combate al narcotráfico, convirtiendo una variable hidrológica en palanca de política exterior y de seguridad binacional.","Gobiernos de México y EE. UU., CILA, productores agrícolas de la frontera norte",Confirma escenario actual,3,4,4,5,4,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,1,México
S40,Político,"EE. UU. acusa y pide la extradición del gobernador de Sinaloa, Rubén Rocha Moya, y otros nueve funcionarios por presuntos vínculos con ""Los Chapitos""",Redacción CNN en Español,CNN en Español / Factchequeado,https://cnnespanol.cnn.com/2026/04/29/mexico/acusacion-gobernador-sinaloa-ruben-rocha-orix,2026-04-29,2026-08-20,"Rubén Rocha, Sinaloa, extradición, Los Chapitos, SDNY, soberanía",México (Sinaloa) / EE. UU.,Corto (1-3 años),Hecho actual,"El DOJ acusó al gobernador en funciones de Sinaloa y a nueve funcionarios/exfuncionarios de proteger a ""Los Chapitos"" a cambio de pagos y respaldo electoral. Rocha pidió licencia dos días después; es la primera imputación y solicitud de extradición de un gobernador mexicano en ejercicio.","Antes: la justicia estadounidense procesaba mandos criminales o exfuncionarios, respetando como línea no escrita la investidura de gobernadores en activo. Después: un gobernador puede ser imputado y con extradición solicitada mientras gobierna, erosionando la frontera entre justicia extraterritorial y soberanía estatal, con precedente replicable.","Gobierno de Sinaloa, inversionistas con operación en el estado, relación diplomática bilateral, otros gobernadores expuestos",Confirma escenario actual,4,5,5,5,1,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,1,México
S41,Económico,Las remesas a México caen 4.6% en 2025 — primera contracción anual en más de una década — por deportaciones y envejecimiento de la comunidad migrante,CNN en Español / Universidad de Guadalajara (CUCEA),CNN en Español; Universidad de Guadalajara,https://cnnespanol.cnn.com/2026/05/14/mexico/remesas-mexico-caida-2025-etapa-crecimiento-lento-2026-orix,2026-05-14,2026-08-20,"remesas, deportaciones, migración, Banxico, choque estructural",México / EE. UU.,Mediano (3-6 años),Hecho actual,"Tras 11 años de crecimiento, las remesas cayeron 4.6% en 2025, impulsadas por ~160,000 deportaciones y el envejecimiento de la cohorte migrante (envían remesas ~30 años en promedio). La recuperación de 2026 (1.4% en Q1) se explica más por depreciación del peso que por mejora estructural.","Antes: las remesas eran un flujo resiliente y en expansión, amortiguador anticíclico de los hogares. Después: entran en meseta estructural de crecimiento lento, atada a variables demográficas y migratorias que México no controla.","Hogares receptores (~4% del PIB), consumo/retail en Jalisco, Michoacán, Guanajuato; banca y remesadoras; Banxico",Confirma escenario actual,4,5,5,3,2,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,2,México
S42,Social,"Protestas ""Generación Z"", organizadas en Discord tras el asesinato del alcalde de Uruapan, se replican en México siguiendo una ola global (Nepal, Bangladés, Kenia, Marruecos, Indonesia, Perú)",Redacción Infobae México / Milenio,Infobae México; Milenio,https://www.infobae.com/mexico/2025/11/20/quienes-son-la-generacion-z-y-por-que-estan-en-el-centro-del-debate-en-mexico/,2025-11-20,2026-08-20,"Generación Z, Discord, Uruapan, Manzo, protesta digital, polarización",México (nacional) / Global,Corto (1-3 años),Nueva tendencia,"Tras el asesinato del alcalde de Uruapan, colectivos juveniles convocaron de forma descentralizada (Discord, Instagram) una marcha nacional el 15N bajo demandas de seguridad y fin de la impunidad, replicando la ola global de protestas Gen Z. El movimiento fue rápidamente disputado por actores políticos de distintos signos.","Antes: la protesta social se organizaba vía estructuras sindicales, partidarias o de sociedad civil identificables. Después: aparece un vector descentralizado, de origen transnacional y sin interlocutor único, difícil de negociar o anticipar y altamente susceptible de captura narrativa.","Gobierno federal/estatal, empresas con exposición reputacional en redes, seguridad privada, marcas orientadas a jóvenes",Confirma escenario actual,2,4,4,4,3,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,1,México y el mundo
S43,Tecnológico,La Asociación Mexicana de Data Centers advierte que ningún centro de datos del país tiene la capacidad eléctrica mínima (250 MW) para operar IA a escala,Redacción Forbes México,Forbes México,https://forbes.com.mx/afirman-que-no-hay-suficiente-energia-en-mexico-para-data-centers-de-ia/,2026-06-23,2026-08-20,"centros de datos, IA, energía eléctrica, CFE, infraestructura crítica",México,Corto (1-3 años),Nuevo tema / problema,"Operar IA a escala requiere ≥250 MW por instalación; el centro de datos más grande de México (Querétaro) opera con 149 MW, y el total nacional instalado ronda 280 MW — muy por debajo del umbral, pese a anuncios de inversión multimillonaria para atraer infraestructura de IA.",Antes: se asumía que la brecha energética para IA era un problema de mediano plazo resoluble con inversión en generación. Después: se revela una brecha estructural inmediata entre la ambición de México como hub de IA y la capacidad real de su red para sostener una sola instalación de cómputo de punta.,"CFE, industria de centros de datos (Querétaro, Nuevo León), Plan México digital, empresas de nearshoring dependientes de cómputo en la nube",Confirma escenario actual,3,5,5,3,2,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,1,México
S44,Ambiental,"Apagones recurrentes por sobrecarga térmica golpean al norte industrial (Chihuahua, Nuevo León, Coahuila, Tamaulipas, Sonora) ante una red de distribución envejecida",Industry & Energy Magazine / El Informador,Industry & Energy Magazine; El Informador,https://www.parallaxradio.net/post/apagones-en-m%C3%A9xico-2026-un-sistema-el%C3%A9ctrico-al-l%C3%ADmite-que-castiga-especialmente-al-norte,2026-07-09,2026-08-20,"apagones, CFE, red eléctrica, calor extremo, norte industrial",México (norte industrial),Corto (1-3 años),Hecho actual,"Olas de calor >45°C dispararon la demanda de A/C y sobrecargaron una red de distribución envejecida, provocando apagones recurrentes (hasta 26 h en Hermosillo) en los polos manufactureros del norte. La CFE atribuye los cortes a mantenimiento, clima y fauna y descarta crisis de generación, pero hay pérdidas económicas y bloqueos ciudadanos.","Antes: el riesgo eléctrico industrial se asociaba a disponibilidad de generación. Después: el cuello de botella se traslada a la red de distribución local, envejecida y expuesta al estrés térmico, introduciendo interrupciones impredecibles justo en la región que concentra la mayor apuesta de nearshoring.","Industria manufacturera y de autopartes del norte, clústeres de nearshoring, CFE, población metropolitana",Confirma escenario actual,4,5,5,2,1,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,Sin clasificar,1,México
